word	kept	dropped	passes	tier
オリンピック	33	27 32	32 33 | 33 | 27 33	jmdict
オリーブ色	18	13	18 | 13 | 18	jmdict
オレンジ	43 51	54	43 51 | 43 51 | 43 54	jmdict
オンパレード	10	11	10 | 11 | 10	jmdict
オンライン	17 38	31	17 38 | 17 31 | 17 38	corpus
オーガ	55	45	45 | 55 | 55	jmdict
オーガニック	13	11 38	13 | 11 38 | 13	corpus
オーク	55	54	55 | 54 | 55	corpus
オークス		33 37 38	38 | 37 | 33	jmdict
オーダー	37	30 31 34	31 37 | 34 37 | 30 37	jmdict
オーチャード	47	26	47 | 26 47	jmdict
オート	45	15	45 | 15 | 45	jmdict
オートキャンプ	33	38 47	33 | 33 47 | 33 38	jmdict
オートバイ	45	40	45 | 45 | 40 45	jmdict
オートマトン	45	30 40	45 | 30 40 45 | 45	corpus
オード	40	43	40 | 43 | 40	corpus
オーバ		15 18 19	19 | 18 | 15	corpus
オーバーフロー	15	10 14 50	10 15 | 14 15 | 15 50	corpus
オーバーラップ	15	10	15 | 10 15 | 15	jmdict
オープニング	15 32	16	15 32 | 15 32 | 16	jmdict
オープンセット	32 45	40	32 45 | 40 | 32 45	jmdict
オープン戦	33	38	33 | 33 | 38	jmdict
オールスター	24	11 20	11 | 24 | 20 24	jmdict
オールスターキャスト	32	24	32 | 32 | 24	jmdict
カイト	40	45	40 | 40 45 | 40	jmdict
カウチポテト	20	33	33 | 20 | 20	jmdict
カウンター	35 45	27 30	35 45 | 27 35 45 | 30 45	jmdict
カウント	19	31	19 | 19 | 19 31	corpus
カウントダウン	16	31	16 | 16 31 | 16	corpus
カオス	13	50	13 | 13 50 | 13	jmdict
カジノ	38 44	33	33 44 | 38 44 | 38 44	corpus
カスタマ	22	20	22 | 20 | 22	corpus
カスタマー	22	20	20 22 | 22 | 22	corpus
カスタム	13 30	15	15 30 | 13 30 | 13 30	jmdict
カスバ	44	47	44 47 | 44 | 44	jmdict
カスピ海	52	17 26 50	52 | 26 52 | 17 50	jmdict
カチューシャ	42	40	42 | 42 | 40 42	jmdict
カッター	45	40	45 | 45 | 40 45	jmdict
カット	15	32 40	15 32 | 15 | 15 40	corpus
カナリア	55	15 30 40	15 55 | 30 | 40 55	corpus
カバー	15	30 40 45	15 40 | 15 45 | 15 30	corpus
カフェイン	51	43	51 | 43 51 | 51	jmdict
カブ	54	55	54 | 55 | 54	jmdict
カメラマン	24	32	24 | 24 | 24 32	jmdict
カモフラージ	30	18 40	30 | 18 | 30 40	corpus
カラ		10 18 40	18 | 10 | 40	corpus
カラム	40	10 19 45	10 | 19 40 | 40 45	corpus
カラー	18	40 42	18 | 18 40 | 18 42	corpus
カラード	23	20	23 | 23 | 20 23	jmdict
カリ	51	40	40 | 51 | 51	corpus
カリキュラム	32 33	38	32 33 | 32 33 | 32 38	corpus
カリフ		20 24 25 36	20 | 24 36 | 25	corpus
カリブ海	17 52	26	26 52 | 17 52 | 17 52	jmdict
カルダモン	43	54	43 | 43 54 | 43	jmdict
カルテット	32	31	31 32 | 32 | 32	jmdict
カルテル	27 38	36	27 36 | 27 38 | 27 38	corpus
カルデラ	50	52	50 | 50 | 50 52	jmdict
カレッジ	27	44	27 | 27 44 | 27	corpus
カレンダー	40 45	32	32 45 | 40 45 | 40 45	corpus
カロリー	19	43 50	19 | 19 43 | 19 50	jmdict
カンカン		13 33 42	33 | 42 | 13	jmdict
カント		17 20 30 44	17 | 20 30 | 44	jmdict
カンニング	31	34	31 | 31 | 34	jmdict
カンファレンス	27 32	31 35	27 35 | 27 31 32 | 27 32	corpus
カンフル		30 37 41 43 51	41 51 | 43 | 30 37	jmdict
カンマ	31	45	31 | 31 | 31 45	jmdict
カースト	26 33	11 23 25	11 26 33 | 25 26 | 23 33	jmdict
カーチェイス	15	32 35	15 | 15 32 | 15 35	jmdict
カート	45	40	45 | 40 45 | 45	jmdict
カード	40	45	40 | 40 | 40 45	corpus
カードゲーム	32	33	32 | 32 | 33	jmdict
カーニバル	33	35	33 35 | 33 | 33	jmdict
カーフ	43	55	43 | 55 | 43	corpus
カーリー	33	40	40 | 33 | 33	corpus
カール	18	40 43	18 | 18 43 | 18 40	jmdict
カーレース	33	38	38 | 33 | 33	jmdict
カーン	50	45	50 | 50 | 45	jmdict
ガ	51	55	55 | 51 | 51	corpus
ガイ		20 23 24	20 | 24 | 23	corpus
ガウシアン	50	19	19 | 50 | 50	jmdict
ガスボンベ	45	40	45 | 40 45 | 45	jmdict
ガソリン	43 51	41	43 51 | 43 51 | 41 43	corpus
ガソリンスタンド	44	27 38	27 44 | 44 | 38 44	corpus
ガソール	43	45	45 | 43 | 43	jmdict
ガッツ	30	14	30 | 30 | 14 30	jmdict
ガット	45	36 40 41	40 45 | 36 | 41 45	jmdict
ガボット	32	33	32 33 | 32 | 32	jmdict
ガラス張り	13	18 33	13 33 | 13 | 13 18	jmdict
ガラス戸	44 45	51	44 45 | 44 45 | 44 51	jmdict
ガン	20 24	57	20 | 24 57 | 20 24	corpus
ガーディアン		20 24 27 31	27 | 24 31 | 20	jmdict
ガーデン	47	44	47 | 47 | 44 47	jmdict
ガードレール	45	30 47	30 45 | 45 | 45 47	corpus
ガールフレンド	22	20	22 | 22 | 20 22	jmdict
キオスク	44	45	44 | 44 | 44 45	jmdict
キック	15	30	15 | 15 30 | 15	corpus
キックオフ	15	35	15 | 15 | 15 35	jmdict
キッチン	44	45	44 45 | 44 | 44	jmdict
キップ	40	15	15 | 40 | 40	corpus
キノホルム	41	40 43 51	41 | 40 43 | 41 51	jmdict
キャスト	15	31	15 | 15 31 | 15	corpus
キャッシュ	40	45	40 45 | 40 | 40	corpus
キャッシュカード	40	37 45	37 40 | 40 45 | 40	jmdict
キャッチ	15	35 40	15 | 40 | 15 35	corpus
キャットウォーク	44 45	47	44 47 | 44 45 | 44 45	jmdict
キャップ	40 42	19 45	40 42 | 19 45 | 40 42	jmdict
キャビネ	45	44	44 45 | 45 | 45	corpus
キャビネット	44 45	40	44 45 | 44 45 | 40 45	corpus
キャピタリズム	36 38	33	36 38 | 36 38 | 33 36	jmdict
キャプション	31	40	31 | 31 | 31 40	jmdict
キャラクタ	11 18	40	18 40 | 11 18 | 11 18	corpus
キャラクター	18 32	11 20	11 18 | 18 32 | 18 20 32	jmdict
キャラバン	40	45	40 45 | 40 | 40	jmdict
キャリア	27 38	24 37	27 38 | 27 37 | 24 38	corpus
キャリー	40 45	20	40 45 | 40 45 | 20	jmdict
キャロル	32	20	32 | 20 | 32	jmdict
キャンデー	43	20	20 | 43 | 43	corpus
キャンドル	46	40	46 | 46 | 40 46	jmdict
キャンバス	32 41	40 45	32 41 | 32 41 | 40 45	jmdict
キャンパス	27 44	17	27 44 | 17 44 | 27 44	corpus
キャンパー	24	40	24 40 | 24 | 24	jmdict
キャンピング	33	38	33 | 33 | 33 38	jmdict
キュレーター	24	32	24 | 24 32 | 24	jmdict
キュー	10 40	45	10 40 | 10 45 | 10 40	corpus
キューピッド	20	53	20 | 20 53 | 20	jmdict
キリル		23 31 54	54 | 31 | 23	jmdict
キング	20	24 40	40 | 20 | 20 24	corpus
キー	30 40 45	34	30 40 45 | 30 34 45 | 30 40 45	corpus
キーステーション	27 44	45	27 44 | 44 45 | 27 44	jmdict
キーストローク	31 45	15	15 31 | 31 45 | 31 45	corpus
キープ	30	15 34 35	30 35 | 30 | 15 34	jmdict
キーホルダー	40	45	40 | 40 | 40 45	jmdict
キール	45	43	45 | 43 | 45	jmdict
ギタリスト	24	32	24 | 24 32 | 24	jmdict
ギター	45	32	32 45 | 45 | 45	jmdict
ギャラリー	44	22 27	44 | 22 | 27 44	corpus
ギャロッピングインフレ	37	13	37 | 37 | 13 37	jmdict
ギー	43	40 51	40 | 43 51 | 43	corpus
クイズ	32	31 33	32 | 31 32 | 33	corpus
クイック	13	19 30	30 | 13 | 13 19	jmdict
クイーン	20	25 32 40	40 | 20 25 | 20 32	corpus
クイーンズイングリッシュ	31	33	31 | 31 | 31 33	jmdict
クエスチョンマーク	31	18 40	31 | 31 | 18 40	corpus
クエーサー	52	50	50 52 | 52 | 52	jmdict
クオート		19 31 40 45	31 | 40 45 | 19	corpus
クッキング	33	43	33 | 33 43 | 33	corpus
クフ	44	52	44 | 44 | 52	corpus
クライマックス	10 16	13	10 16 | 10 16 | 10 13	jmdict
クライミング	33	32	33 | 32 33 | 33	jmdict
クラウン	40	42 45	40 42 | 40 | 40 45	jmdict
クラシカル	13	32	13 | 13 | 13 32	jmdict
クラシック	13	11 33	13 | 13 | 11 33	corpus
クラス	11	27 45	11 | 11 27 | 11 45	corpus
クラスタ	45	19 27 40	40 45 | 27 45 | 19 45	corpus
クラスタリング	30	15 32	15 30 | 30 32 | 30	corpus
クラスター	11 19	51	19 51 | 11 19 | 11 19	corpus
クラッカ	45	24 40	24 | 40 45 | 45	corpus
クラック	15 40	45	15 40 | 15 45 | 15 40	jmdict
クラブ	27 33	44	27 33 | 27 33 | 27 44	corpus
クラブ活動	33 35	38	33 38 | 33 35 | 33 35	jmdict
クリオール	31	23	23 | 31 | 31	jmdict
クリック	15	31 35	15 35 | 15 31 | 15	corpus
クリッパー	45	40	45 | 40 45 | 45	corpus
クリップボード	45	40	40 45 | 45 | 45	corpus
クリーク	17 50	47	17 47 | 17 50 | 50	jmdict
クリーニング	38	15 33	38 | 33 38 | 15 38	jmdict
クリープ	15	50	15 | 15 | 15 50	corpus
クリーンアップトリオ	24	11	24 | 24 | 11	jmdict
クルス	17	40	17 | 17 | 40	corpus
クルージング	15 33	35	33 35 | 15 33 | 15	jmdict
クルーズ	15	33	15 | 33 | 15	jmdict
クレアチニンクリアランス	56	50	56 | 56 | 50 56	jmdict
クレンザー	40 45	41	41 | 40 45 | 40 45	jmdict
クレンジングクリーム	40	42 43	40 42 | 40 | 40 43	jmdict
クレー	40	41 45 51	40 | 40 51 | 41 45	corpus
クレーター	17 50	18	17 50 | 18 50 | 17 50	jmdict
クレーム	35	31 34	34 35 | 35 | 31 35	corpus
クロコン	38	33	38 | 33 | 38	corpus
クロサイ	55	40	40 | 55 | 55	corpus
クロス	17 18	15 45	17 18 | 18 45 | 15 17	corpus
クロスカントリー	32	33	32 | 33 | 32	jmdict
クロニクル	32	31 33	32 | 32 33 | 31 32	jmdict
クローク	44	27 40 42	44 | 27 44 | 40 42	jmdict
クロール	15 31	45	15 31 | 15 45 | 15 31	corpus
クローン	11 15	40	11 40 | 11 15 | 11 15	corpus
クーデター	36	15	36 | 36 | 15 36	jmdict
グライコ		41 43 45 51	41 45 | 51 | 43	jmdict
グライダー	45	40	45 | 45 | 40 45	jmdict
グラウンド	44 47	17	17 47 | 44 47 | 44 47	corpus
グラスファイバー	41	51	41 | 41 51 | 41	jmdict
グラデーション	18	50	18 | 18 50 | 18	jmdict
グラフ	18 40	45	18 40 | 18 40 | 40 45	corpus
グラフィクス	32	45	32 45 | 32 | 32	corpus
グラフィック	32	40	32 40 | 32 | 32	corpus
グラフィックス	32	45 50	32 50 | 32 | 32 45	corpus
グラマー	24	30	24 | 30 | 24	jmdict
グランス	45	13	45 | 13 | 45	jmdict
グランドピアノ	45	32	32 45 | 45 | 45	jmdict
グランプリ		10 34 35	35 | 10 | 34	jmdict
グリコーゲン	51	56	51 | 51 56 | 51	jmdict
グリップ	45	56	45 56 | 45 | 45	jmdict
グリフ	32 40	18	18 32 | 32 40 | 40	corpus
グリーン	47	40	47 | 40 47 | 47	jmdict
グリーンスクール	27 33	44	27 44 | 27 33 | 27 33	jmdict
グル	22	24	22 | 24 | 22	corpus
グルメ	24 43	20	20 43 | 24 43 | 24	jmdict
グレコローマンスタイル	33	32	32 33 | 33 | 33	jmdict
グレーゾーン	17	10 13	17 | 10 13 | 17	jmdict
グレープフルーツ	43	54	43 | 43 54 | 43	jmdict
グロ	32	10	10 | 32 | 32	jmdict
グロリア	40	32	32 | 40 | 40	jmdict
グロー	46	50	50 | 46 | 46	corpus
グローバリズム	30 33	36	30 36 | 33 | 30 33	jmdict
グローバル化	15	26	15 26 | 15 | 15	jmdict
グー		18 30 56	30 | 56 | 18	jmdict
グール	55	53	55 | 55 | 53	jmdict
ケイ		16 45 51	16 | 45 | 51	corpus
ケルン		17 26 40 47	40 47 | 26 | 17	jmdict
ケロイド	56	57	56 | 56 57 | 56	jmdict
ケーオー	27	10	27 | 10 | 27	jmdict
ケーススタディ	10 32	30	30 32 | 10 32 | 10 32	jmdict
ケーソン工法	30 38	45	38 45 | 30 38 | 30 38	jmdict
ケール	54	43	54 | 54 | 43 54	corpus
ゲイリブ	33	34 36	33 36 | 33 | 33 34	jmdict
ゲスト	22	35 40	22 | 22 40 | 22 35	corpus
ゲットー	26	44	26 | 26 44 | 26	jmdict
ゲノム	51 53	57	51 53 | 51 53 | 53 57	jmdict
ゲリラ	20 36	24	24 36 | 20 36 | 20 36	jmdict
ゲレンデ	47	17	47 | 47 | 17 47	jmdict
ゲート	45	15 17 30	30 45 | 15 45 | 17 45	corpus
コア	10 51	19 45	45 51 | 10 51 | 10 19	corpus
コアビタシオン	33	44	33 | 44 | 33	jmdict
コイン	37 40	51	37 40 51 | 40 | 37 40	corpus
コインロッカー	45	44	45 | 45 | 44 45	jmdict
ココム	27	36	27 | 27 | 27 36	jmdict
コスプレ	33	32 42	32 33 | 33 42 | 33	jmdict
コスモ	52	50	52 | 52 | 50 52	jmdict
コスモポリタン	43	20	43 | 20 43 | 43	jmdict
コットン	41 54	51	41 54 | 41 51 | 41 54	jmdict
コニーデ		50 52 54	52 | 54 | 50	jmdict
コネクション	15 45	35	35 | 15 45 | 15 45	corpus
コバルトブルー	18	51	18 | 18 | 18 51	jmdict
コピー	15 40	31	15 40 | 15 40 | 15 31	corpus
コミッショナー	24	36	24 36 | 24 | 24	corpus
コミット	15 31	38	15 31 | 31 38 | 15 31	jmdict
コラムニスト	24	31	24 | 24 31 | 24	jmdict
コレクション	11 40	10 32	11 40 | 10 32 40 | 11 40	corpus
コレステロール	51	56	51 | 51 56 | 51	jmdict
コロシアム	44	26	44 | 44 | 26 44	jmdict
コロナ	50	52 53 57	50 52 | 50 57 | 50 53	jmdict
コロナ禍	50	10 57	10 50 | 50 | 50 57	jmdict
コロニー	26 27	53	27 53 | 26 27 | 26 27	jmdict
コロン	51 56	40	40 51 | 51 56 | 56	corpus
コングロマーチャント	27	24	24 | 27 | 27	jmdict
コンコース	44	17 45	44 | 17 44 | 44 45	jmdict
コンサルティング	38	30	38 | 38 | 30 38	corpus
コンシューマー	20	24	20 | 20 | 20 24	corpus
コンストラクタ	30 31	32	31 32 | 30 31 | 30 31	corpus
コンセプト	10 30	32	10 30 | 10 30 | 10 30 32	corpus
コンダクター	24	32	24 32 | 24 | 24	jmdict
コンテ	32	40	40 | 32 | 32	corpus
コンテスト	35	33 38	35 | 35 | 33 38	corpus
コンディション	13	18	13 | 13 18 | 13	corpus
コントラ	35	32	35 | 32 35 | 35	corpus
コントラバス	45	32	32 45 | 45 | 45	jmdict
コントローラー	45	24	45 | 45 | 24 45	corpus
コンパニオン	22	20 24	22 | 22 | 20 24	jmdict
コンビネーション	10 30	11 18	10 30 | 10 18 | 11 30	jmdict
コンピュータシステム	45	27	45 | 27 45 | 45	corpus
コンピュータ操作	30 45	38	30 38 | 30 45 | 30 45	corpus
コンピューティング	38	30	38 | 30 38 | 38	corpus
コンフィギュレーション	30	10	10 30 | 30 | 30	jmdict
コンプレックス	30	44	30 | 30 44 | 30	jmdict
コンベンション	33 35	27	33 35 | 27 35 | 33 35	jmdict
コンペ	35	32	35 | 32 35 | 35	corpus
コンペティション	35	38	35 | 35 | 35 38	jmdict
コンポスト	40 45	41	41 45 | 40 45 | 40 45	jmdict
コーキング	15 41	45	15 45 | 15 41 | 15 41	jmdict
コークスクリュー	45	18	45 | 18 45 | 45	jmdict
コース	32 33	17 30	32 33 | 17 30 | 32 33	corpus
コーダ		20 24 40	24 | 40 | 20	corpus
コーチ	24	30	24 | 24 | 24 30	jmdict
コート	42 44	45	42 45 | 42 44 | 42 44	jmdict
コード	31 32	40	31 32 | 31 40 | 31 32	corpus
コーヒーショップ	27 44	38	27 38 | 27 44 | 27 44	jmdict
コールセンター	27 38	44	27 44 | 27 38 | 27 38	corpus
コールドゲーム		32 33 38	33 | 38 | 32	jmdict
コーン	43 54	40 45	40 43 45 | 43 54 | 43 54	jmdict
ゴスペル	32	33	32 | 32 33 | 32	jmdict
ゴミ箱	40 44	45	40 44 | 40 45 | 40 44	corpus
ゴルジュ	17	50	17 | 17 50 | 17	jmdict
ゴロ	24	40	40 | 24 | 24	jmdict
ゴーカート	45	40	45 | 45 | 40 45	jmdict
ゴースト	45	10	10 | 45 | 45	corpus
ゴール	10 30	17	10 30 | 10 17 | 10 30	corpus
ゴールド	51	37	51 | 51 | 37 51	jmdict
サイ	55	40	40 | 55 | 55	corpus
サイエンス	32	30 33 38	32 38 | 30 | 32 33	corpus
サイクル	16	15	15 16 | 16 | 16	corpus
サイド	17	18	17 | 17 | 17 18	corpus
サイバー犯罪	36	38	38 | 36 | 36	corpus
サイン会	35	32	35 | 32 35 | 35	jmdict
サイン入り		13 32 40	13 | 40 | 32	jmdict
サウスポー	24	20	20 | 24 | 24	jmdict
サクソフォン	45	32	45 | 45 | 32 45	jmdict
サターン	52	40	52 | 40 | 52	jmdict
サックス	45	32	32 45 | 45 | 45	jmdict
サテライト	45 52	27	27 45 | 45 52 | 52	jmdict
サテン	41	42	41 | 41 | 41 42	jmdict
サド		20 32 40	32 | 40 | 20	jmdict
サドル	45	42	42 45 | 45 | 45	jmdict
サドンデス	10	15 16	15 | 10 | 10 16	jmdict
サハラ砂漠	17	26 50	17 | 26 | 17 50	jmdict
サバイバル	33	15	33 | 15 33 | 33	jmdict
サバンナ	50	47 54	50 | 47 50 | 50 54	jmdict
サプライ	38	37 40 41	38 | 37 38 | 40 41	corpus
サプライズ	10	30 35	10 35 | 10 | 10 30	jmdict
サプリ	43	40	43 | 40 43 | 43	jmdict
サポーター	24	22	24 | 22 24 | 24	jmdict
サポート	35 38	30	35 38 | 35 38 | 30 35	corpus
サマリー	31	10	31 | 31 | 10 31	corpus
サマースクール	33	32	32 33 | 33 | 33	jmdict
サミット	35	27 36	35 36 | 35 | 27 35	corpus
サム		19 45 56	19 | 56 | 45	corpus
サラウンド	32	45	32 | 45 | 32	jmdict
サリー	42	43	42 | 43 | 42	jmdict
サルサ	32 43	33	33 | 32 43 | 32 43	corpus
サルバルサン		40 41 43 51	41 | 43 | 40 51	jmdict
サロン	44	27 33	33 44 | 27 44 | 44	jmdict
サンクチュアリ	17 44	47	17 44 | 17 44 | 44 47	jmdict
サンシャイン	50	52	52 | 50 | 50	jmdict
サンタクロース	20	33	20 | 20 | 20 33	jmdict
サンデー	33	16	33 | 33 | 16	jmdict
サンド	43	40 45	45 | 40 43 | 43	corpus
サンドイッチ	43	40	43 | 40 43 | 43	jmdict
サンフォライズ	15	41 42	15 42 | 15 41	jmdict
サンプリング	30 38	19	19 30 | 30 38 | 30 38	jmdict
サーキット	44 47	17 45	17 45 | 44 47 | 44 47	jmdict
サークル	27	35	27 | 27 35 | 27	jmdict
サード	22	11 27	22 | 11 | 22 27	corpus
サーバー	45	27	27 45 | 45 | 45	corpus
サービス	38	35	38 | 38 | 35 38	corpus
サービスエリア	17 47	44	17 47 | 17 47 | 17 44	jmdict
サービスエース	15	38	15 | 38 | 15	jmdict
サーベイ	30 32	10 38	30 32 | 10 32 | 30 38	corpus
シ	10	31	10 | 10 | 31	corpus
シェアリング	37 38	35	35 37 | 37 38 | 37 38	jmdict
シェイプ	18	45	18 | 18 45 | 18	jmdict
シェイプアップ	15	33	15 | 15 | 15 33	jmdict
シェル	45	40	40 45 | 45 | 45	corpus
シェルパ	24	20	24 | 20 24 | 24	jmdict
シオニズム	30 36	33	30 33 | 30 36 | 30 36	jmdict
シスター	24	20 21	24 | 21 | 20 24	jmdict
システム	27 38 45	10	27 38 45 | 27 38 45 | 10 27 38	corpus
システム分析	30	32 38	30 32 | 30 | 30 38	corpus
シソーラス	31 32	40	31 32 | 31 40 | 31 32	jmdict
シックスナイン	35	19	35 | 19 | 35	jmdict
シップ	27	42 45	27 | 27 45 | 42	corpus
シティーエアターミナル	44	47	44 | 44 47 | 44	jmdict
シド		20 24 34	24 | 20 | 34	corpus
シナリオ	30	10 32	30 | 30 32 | 10 30	corpus
シニア	20	24	20 24 | 20 | 20	corpus
シフォン	42 43	41	42 43 | 41 43 | 42	jmdict
シフト	15	30	15 | 15 30 | 15	corpus
シミュレーター	45	32	32 45 | 45 | 45	corpus
シャドウ	10	18 40	10 40 | 10 | 18	corpus
シャドー	10	13	10 | 10 13 | 10	corpus
シャルマン		13 32 42	42 | 32 | 13	jmdict
シャン		31 40 42	40 | 42 | 31	corpus
シャンティー	43	40	43 | 43 | 40	jmdict
シャー		24 31 50	24 | 50 | 31	corpus
シャープ	18	13 19 45	45 | 13 18 | 18 19	jmdict
シャーリング	15 41	42	15 41 | 15 41 | 15 42	jmdict
シュプレヒコール	31	35	31 35 | 31 | 31	jmdict
シュート	15	45	45 | 15 | 15	jmdict
ショック	13 30	50	30 50 | 13 30 | 13 30	jmdict
ショット	15	10	15 | 10 | 15	corpus
ショップ	27 44	38	44 | 27 44 | 27 38	jmdict
ショー	32 33	35	32 33 | 32 33 | 32 35	corpus
ショーウィンドウ	44 45	40	40 44 | 44 45 | 44 45	jmdict
ショートステイ	33	44	33 | 33 | 33 44	jmdict
シリンダー	45	51	45 | 45 | 45 51	jmdict
シリーズ	11	40	11 40 | 11 | 11	corpus
シル	41	45	41 | 41 | 45	corpus
シルク	41	42 54	41 54 | 41 42 | 41	jmdict
シルクロード	26	17 33 47	17 26 | 26 47 | 26 33	jmdict
シルズ	40	27	40 | 27 | 40	corpus
シルバー	51	40	51 | 40 51 | 51	jmdict
シロップ	43	51	43 51 | 43 | 43	jmdict
シン	45	40	45 | 45 | 40	jmdict
シンカー	45	40	45 | 40 45 | 45	jmdict
シンガーソングライター	24	32	24 32 | 24 | 24	jmdict
シンク	17 45	30	17 45 | 17 45 | 30 45	corpus
シング	32	31	31 | 32 | 32	corpus
シングルス	32	33	32 | 33 | 32	corpus
シンジケート	27	38	27 38 | 27 | 27	jmdict
シンドローム	10 57	13	13 57 | 10 57 | 10 57	jmdict
シンボリスト	24	32	24 32 | 24 | 24	jmdict
シーク	15	45	15 | 15 | 15 45	corpus
シークレット	10 34	30	10 34 | 10 34 | 30 34	corpus
シーケンス	10	16 19 30	10 16 | 10 30 | 10 19	corpus
シーズニング	43	41	43 | 43 | 41 43	jmdict
シーズン	16	38	16 | 16 | 16 38	corpus
シーソーゲーム	33	15	15 | 33 | 33	jmdict
シート	40	41 45	40 45 | 40 | 40 41	corpus
シーフード	43	55	43 55 | 43 | 43	jmdict
シーリング	45	37 41	45 | 41 45 | 37 45	jmdict
シール	40	41 45	40 | 40 45 | 40 41	jmdict
シーン	10 32	18	10 32 | 10 18 | 10 32	jmdict
ジェイ		19 20 31	20 | 31 | 19	corpus
ジェット	45	52	45 | 45 52 | 45	corpus
ジェット機	45	40	40 45 | 45 | 45	jmdict
ジェントリ		10 23 24 26	10 | 24 | 23 26	corpus
ジタ		40 45 51	51 | 40 | 45	corpus
ジハード	36	33	36 | 33 36 | 36	jmdict
ジム	44	45 47	44 47 | 44 | 44 45	jmdict
ジャイアント	11	19	11 | 19 | 11	jmdict
ジャック	45	15	45 | 15 45 | 45	corpus
ジャッジ	24 35	36	24 35 | 24 36 | 24 35	jmdict
ジャパンカップ		32 33 35 38	35 | 32 38 | 33	jmdict
ジャブ	15	14 32 35	32 | 14 15 | 15 35	jmdict
ジャポニカ	54	43	54 | 54 | 43	jmdict
ジャンキー	24	20	24 | 20 | 24	jmdict
ジャンパー	42	45	42 45 | 42 | 42	jmdict
ジャーク	15 18	51	15 | 15 18 | 18 51	jmdict
ジャージー	42	26	26 | 42 | 42	corpus
ジャーナリズム	31 32	33 38	31 33 | 31 32 | 31 32 38	jmdict
ジャーナル	31 40	32	31 40 | 31 32 | 31 40	corpus
ジュニア	20	11 24	20 | 20 24 | 11 20	jmdict
ジョイ	30	45	45 | 30 | 30	jmdict
ジョブ	38	10 45	10 38 | 38 | 38 45	corpus
ジョン	20	45	20 | 20 | 45	corpus
ジョーク	31	30 35	31 35 | 31 | 30 31	jmdict
ジル	43	19	43 | 43 | 19	corpus
ジー		18 19 51	51 | 18 | 19	corpus
ジープ	45	40	40 | 45 | 45	jmdict
ジーン	56	40 51	51 | 56 | 40 56	jmdict
スイミングクラブ	27	33 38	27 | 27 38 | 27 33	jmdict
スイープ	15	38	15 | 15 | 15 38	corpus
スウィング	15 18	32	15 18 | 15 18 | 15 32	corpus
スカ		10 33 40	40 | 33 | 10	corpus
スカイライン	18	17	18 | 17 | 18	jmdict
スカッシュ	33	43	33 | 43 | 33	jmdict
スカラシップ	37	34	37 | 37 | 34 37	jmdict
スカラー	19	51	19 | 19 | 19 51	corpus
スカーレット		18 40 51	18 | 51 | 40	jmdict
スキャン	15 30	45	15 45 | 15 30 | 15 30	corpus
スキン	18 40	42	18 40 | 40 42 | 18 40	corpus
スキーマ	30 31	10 11	30 31 | 10 11 | 30 31	corpus
スキーム	30	10 38	30 | 30 38 | 10 30	corpus
スクイズ		15 30 33	33 | 30 | 15	jmdict
スクエア	17	18 40 44	17 40 | 18 | 17 44	jmdict
スクランブル	15	30 38	15 38 | 15 30 | 15	jmdict
スクレ	45	40	45 | 40 | 45	corpus
